system:index,EVI,EVI_filled,EVI_filled_filled,EVI_filled_fitted,EVI_filled_linearTrend,EVI_fitted,McfeeterNDWI,McfeeterNDWI_filled,McfeeterNDWI_filled_filled,McfeeterNDWI_filled_fitted,McfeeterNDWI_filled_linearTrend,McfeeterNDWI_fitted,NDVI,NDVI_filled,NDVI_filled_filled,NDVI_filled_fitted,NDVI_filled_linearTrend,NDVI_fitted,NDWI,NDWI_filled,NDWI_filled_filled,NDWI_filled_fitted,NDWI_filled_linearTrend,NDWI_fitted,constant,cos_1,date,green,green_filled,green_filled_filled,green_filled_fitted,green_filled_linearTrend,green_fitted,landcover,lat,long,sin_1,swir1,swir1_filled,swir1_filled_filled,swir1_filled_fitted,swir1_filled_linearTrend,swir1_fitted,t,temp,temp_filled,temp_filled_filled,temp_filled_fitted,temp_filled_linearTrend,temp_fitted,.geo
10_0,2.2370476722717285,2.2370476722717285,2.2370476722717285,2.48759126663208,1.3161906003952026,2.48759126663208,-0.7818604707717896,-0.7818604707717896,-0.7818604707717896,-0.8147127628326416,-0.5880721211433411,-0.8147127628326416,0.8134911060333252,0.8134911060333252,0.8134911060333252,0.8707586526870728,0.5444862246513367,0.8707587122917175,0.39283767342567444,0.39283767342567444,0.39283767342567444,0.38922274112701416,0.11612171679735184,0.38922274112701416,1.0,0.44645701191907283,2018-10-28T11:23:27.050,469.0,469.0,469.0,224.11692810058594,815.3383178710938,224.1168670654297,Forest,13.28963613946778,-16.56308769256992,-0.8948050829696336,1670.0,1670.0,1670.0,1494.3150634765625,2504.38232421875,1494.3150634765625,306.7680969238281,2955.0,2955.0,2955.0,3240.963134765625,3285.72705078125,3240.962158203125,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_1,0.4644430875778198,0.4644430875778198,0.4644430875778198,0.6460543870925903,0.3928681015968323,0.6460543870925903,-0.3420041501522064,-0.3420041501522064,-0.3420041501522064,-0.34680071473121643,-0.2957784831523895,-0.3468007445335388,0.24948397278785706,0.24948397278785706,0.24948397278785706,0.252530574798584,0.19580234587192535,0.252530574798584,0.004647045861929655,0.004647045861929655,0.004647045861929655,-0.017616938799619675,-0.044533975422382355,-0.017616944387555122,1.0,0.44645701191907283,2018-10-28T11:23:27.050,1113.0,1113.0,1113.0,936.0520629882812,1270.8985595703125,936.0520629882812,Built-up area,13.430200802923913,-16.684752693485446,-0.8948050829696336,2249.0,2249.0,2249.0,2185.333251953125,2534.468017578125,2185.333251953125,306.7680969238281,3028.5,3028.5,3028.5,4258.01123046875,4199.12890625,4258.01123046875,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_2,-0.5390408039093018,-0.5390408039093018,-0.5390408039093018,-0.15492326021194458,-0.14240194857120514,-0.15492309629917145,0.23913836479187012,0.23913836479187012,0.23913836479187012,0.0938972607254982,0.04891568794846535,0.093897245824337,-0.2813793122768402,-0.2813793122768402,-0.2813793122768402,-0.15140391886234283,-0.05161885917186737,-0.15140390396118164,0.629397988319397,0.629397988319397,0.629397988319397,0.5473076701164246,0.3326948285102844,0.5473076701164246,1.0,0.44645701191907283,2018-10-28T11:23:27.050,848.5,848.5,848.5,1004.5418090820312,840.1776123046875,1004.5418090820312,Water body,13.439409191670487,-15.36248737369788,-0.8948050829696336,118.5,118.5,118.5,316.67010498046875,429.3173828125,316.6701354980469,306.7680969238281,2980.0,2980.0,2980.0,5543.873046875,4276.74267578125,5543.8720703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_3,1.333277940750122,1.333277940750122,1.333277940750122,1.7957097291946411,0.9304214119911194,1.7957096099853516,-0.6003140807151794,-0.6003140807151794,-0.6003140807151794,-0.6042532324790955,-0.4804115891456604,-0.6042532324790955,0.6495345830917358,0.6495345830917358,0.6495345830917358,0.6527910828590393,0.48130497336387634,0.6527910828590393,0.5214632153511047,0.5214632153511047,0.5214632153511047,0.4568991959095001,0.31040123105049133,0.4568992257118225,1.0,0.44645701191907283,2018-10-28T11:23:27.050,509.0,509.0,509.0,362.8265075683594,652.217529296875,362.82647705078125,Mangrove,13.303734947460672,-16.10459217181693,-0.8948050829696336,641.0,641.0,641.0,625.1135864257812,972.6651611328125,625.113525390625,306.7680969238281,2975.0,2975.0,2975.0,4653.4169921875,3444.102294921875,4653.41650390625,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_4,0.7477626800537109,0.7477626800537109,0.7477626800537109,0.9457249045372009,0.5654706358909607,0.9457249641418457,-0.5339540243148804,-0.5339540243148804,-0.5339540243148804,-0.5502078533172607,-0.43214115500450134,-0.5502078533172607,0.4071841239929199,0.4071841239929199,0.4071841239929199,0.48563292622566223,0.311138391494751,0.4856329560279846,-0.09747059643268585,-0.09747059643268585,-0.09747059643268585,0.01722467876970768,-0.08671147376298904,0.017224682494997978,1.0,0.44645701191907283,2018-10-28T11:23:27.050,851.0,851.0,851.0,885.4943237304688,1304.662353515625,885.4942626953125,Cropland,13.43041994708249,-14.53384636909885,-0.8948050829696336,3406.0,3406.0,3406.0,3090.306884765625,3990.01513671875,3090.306640625,306.7680969238281,3034.0,3034.0,3034.0,4153.681640625,3623.682861328125,4153.6826171875,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_5,1.050101637840271,1.050101637840271,1.050101637840271,6.705183506011963,2.463392496109009,6.705186367034912,-0.5927122831344604,-0.5927122831344604,-0.5927122831344604,-0.596542477607727,-0.48530131578445435,-0.596542477607727,0.544819712638855,0.544819712638855,0.544819712638855,0.5950782299041748,0.40329739451408386,0.5950782299041748,-0.032315656542778015,-0.032315656542778015,-0.032315656542778015,0.15353107452392578,0.019910231232643127,0.15353107452392578,1.0,0.44645701191907283,2018-10-28T11:23:27.050,693.0,693.0,693.0,733.8170776367188,1109.6463623046875,733.8170776367188,Shrubland,13.516739915185315,-14.058878328870126,-0.8948050829696336,2891.0,2891.0,2891.0,2078.297119140625,3086.233642578125,2078.297119140625,306.7680969238281,15416.5,15416.5,15416.5,4575.8173828125,3969.7451171875,4575.81640625,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0,2.393287420272827,2.393287420272827,2.393287420272827,2.2442119121551514,1.3272913694381714,2.2442119121551514,-0.6805766224861145,-0.6805766224861145,-0.6805766224861145,-0.7812989354133606,-0.5883843302726746,-0.7812989354133606,0.7197204828262329,0.7197204828262329,0.7197204828262329,0.8068493604660034,0.5468201637268066,0.8068493604660034,0.29950132966041565,0.29950132966041565,0.29950132966041565,0.3076096177101135,0.11966589093208313,0.3076096177101135,1.0,0.829875893583375,2018-11-27T11:23:27.050,631.5,631.5,631.5,180.95518493652344,828.1370239257812,180.95526123046875,Forest,13.28963613946778,-16.56308769256992,-0.5579480273727965,1791.0,1791.0,1791.0,1605.68896484375,2497.47900390625,1605.68896484375,307.2841796875,2958.0,2958.0,2958.0,3032.47412109375,3384.7529296875,3032.473876953125,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_1,0.3741040527820587,0.3741040527820587,0.3741040527820587,0.5974327325820923,0.3885202705860138,0.5974326729774475,-0.33006855845451355,-0.33006855845451355,-0.33006855845451355,-0.3455520570278168,-0.29442131519317627,-0.3455520570278168,0.2166641801595688,0.2166641801595688,0.2166641801595688,0.23876169323921204,0.1950216293334961,0.23876169323921204,-0.04129897803068161,-0.04129897803068161,-0.04129897803068161,-0.045611973851919174,-0.04395401477813721,-0.04561198130249977,1.0,0.829875893583375,2018-11-27T11:23:27.050,1026.0,1026.0,1026.0,875.92724609375,1280.3355712890625,875.9273071289062,Built-up area,13.430200802923913,-16.684752693485446,-0.5579480273727965,2212.5,2212.5,2212.5,2227.56640625,2532.529296875,2227.566650390625,307.2841796875,3048.5,3048.5,3048.5,3534.320556640625,4231.41943359375,3534.321044921875,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_2,-0.4752146899700165,-0.4752146899700165,-0.4752146899700165,-0.4306964874267578,-0.15198832750320435,-0.4306964874267578,0.17939393222332,0.17939393222332,0.17939393222332,0.15246671438217163,0.05212245136499405,0.15246671438217163,-0.26453015208244324,-0.26453015208244324,-0.26453015208244324,-0.20674145221710205,-0.05607682093977928,-0.20674146711826324,0.847203254699707,0.847203254699707,0.847203254699707,0.5536027550697327,0.3347078263759613,0.5536027550697327,1.0,0.829875893583375,2018-11-27T11:23:27.050,973.0,973.0,973.0,961.3566284179688,843.9814453125,961.3566284179688,Water body,13.439409191670487,-15.36248737369788,-0.5579480273727965,56.0,56.0,56.0,230.43650817871094,426.8097839355469,230.43650817871094,307.2841796875,2970.0,2970.0,2970.0,4848.32373046875,4274.00634765625,4848.3232421875,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_3,1.28669273853302,1.28669273853302,1.28669273853302,1.8020334243774414,0.9209211468696594,1.8020331859588623,-0.5958743691444397,-0.5958743691444397,-0.5958743691444397,-0.5912364721298218,-0.48127084970474243,-0.5912365317344666,0.6294878125190735,0.6294878125190735,0.6294878125190735,0.6290232539176941,0.48357248306274414,0.6290233135223389,0.4118622839450836,0.4118622839450836,0.4118622839450836,0.42594584822654724,0.3121863305568695,0.42594587802886963,1.0,0.829875893583375,2018-11-27T11:23:27.050,431.0,431.0,431.0,326.4895324707031,659.2875366210938,326.4895935058594,Mangrove,13.303734947460672,-16.10459217181693,-0.5579480273727965,709.0,709.0,709.0,620.4669799804688,976.081298828125,620.4669799804688,307.2841796875,2990.0,2990.0,2990.0,4380.31640625,3508.973388671875,4380.31640625,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_4,0.5244104862213135,0.5244104862213135,0.5244104862213135,0.7135265469551086,0.5718815326690674,0.7135265469551086,-0.4883398115634918,-0.4883398115634918,-0.4883398115634918,-0.5028939843177795,-0.43379053473472595,-0.5028939843177795,0.3284599184989929,0.3284599184989929,0.3284599184989929,0.388828843832016,0.3137151896953583,0.3888288736343384,-0.1657978743314743,-0.1657978743314743,-0.1657978743314743,-0.07177916169166565,-0.08489613234996796,-0.07177916169166565,1.0,0.829875893583375,2018-11-27T11:23:27.050,921.5,921.5,921.5,1005.9194946289062,1298.927490234375,1005.91943359375,Cropland,13.43041994708249,-14.53384636909885,-0.5579480273727965,3746.0,3746.0,3746.0,3628.06494140625,3974.3916015625,3628.064697265625,307.2841796875,3081.5,3081.5,3081.5,3771.566162109375,3593.663330078125,3771.56640625,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_5,1.142275333404541,1.142275333404541,1.142275333404541,4.655478477478027,2.5421292781829834,4.65548038482666,-0.5967637300491333,-0.5967637300491333,-0.5967637300491333,-0.5432935357093811,-0.4880695939064026,-0.5432935357093811,0.5442879796028137,0.5442879796028137,0.5442879796028137,0.49687960743904114,0.40845200419425964,0.49687960743904114,0.08272986859083176,0.08272986859083176,0.08272986859083176,0.068915456533432,0.023927347734570503,0.0689154639840126,1.0,0.829875893583375,2018-11-27T11:23:27.050,623.0,623.0,623.0,819.0992431640625,1103.96875,819.0992431640625,Shrubland,13.516739915185315,-14.058878328870126,-0.5579480273727965,2090.0,2090.0,2090.0,2389.732177734375,3068.2294921875,2389.73193359375,307.2841796875,3018.0,3018.0,3018.0,3822.576904296875,3994.0380859375,3822.576416015625,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0,1.6274017095565796,1.6274017095565796,1.6274017095565796,1.7908756732940674,1.3383921384811401,1.7908759117126465,-0.6837630867958069,-0.6837630867958069,-0.6837630867958069,-0.7026576995849609,-0.5886965394020081,-0.7026577591896057,0.6761636137962341,0.6761636137962341,0.6761636137962341,0.6830832958221436,0.5491540431976318,0.6830834150314331,0.17396028339862823,0.17396028339862823,0.17396028339862823,0.18471577763557434,0.12321006506681442,0.18471580743789673,1.0,0.997126449604672,2018-12-27T11:23:27.050,558.0,558.0,558.0,298.51373291015625,840.9356689453125,298.51312255859375,Forest,13.28963613946778,-16.56308769256992,-0.07575515493206689,2090.5,2090.5,2090.5,1928.1378173828125,2490.57568359375,1928.1375732421875,307.8002624511719,2991.5,2991.5,2991.5,2926.20361328125,3483.77880859375,2926.2001953125,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_1,0.3698482811450958,0.3698482811450958,0.3698482811450958,0.5002452731132507,0.3841724097728729,0.5002455115318298,-0.32384783029556274,-0.32384783029556274,-0.32384783029556274,-0.331835001707077,-0.293064147233963,-0.3318350613117218,0.2027539759874344,0.2027539759874344,0.2027539759874344,0.21502232551574707,0.19424092769622803,0.21502238512039185,-0.04549509286880493,-0.04549509286880493,-0.04549509286880493,-0.07168325781822205,-0.04337405040860176,-0.07168325036764145,1.0,0.997126449604672,2018-12-27T11:23:27.050,1093.0,1093.0,1093.0,918.0723266601562,1289.7724609375,918.0719604492188,Built-up area,13.430200802923913,-16.684752693485446,-0.07575515493206689,2344.0,2344.0,2344.0,2341.782470703125,2530.590576171875,2341.782470703125,307.8002624511719,3038.5,3038.5,3038.5,3020.744873046875,4263.71044921875,3020.744384765625,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_2,-0.23407675325870514,-0.23407675325870514,-0.23407675325870514,-0.6243813037872314,-0.16157470643520355,-0.6243807673454285,0.009082651697099209,0.009082651697099209,0.009082651697099209,0.1836339831352234,0.05532921478152275,0.18363386392593384,-0.09648033231496811,-0.09648033231496811,-0.09648033231496811,-0.22265012562274933,-0.06053478270769119,-0.22264999151229858,0.3775252401828766,0.3775252401828766,0.3775252401828766,0.5063166618347168,0.3367208242416382,0.5063166618347168,1.0,0.997126449604672,2018-12-27T11:23:27.050,1111.0,1111.0,1111.0,892.061279296875,847.7852783203125,892.061279296875,Water body,13.439409191670487,-15.36248737369788,-0.07575515493206689,493.0,493.0,493.0,196.5196075439453,424.3022155761719,196.51971435546875,307.8002624511719,2886.0,2886.0,2886.0,4049.635009765625,4271.27001953125,4049.635498046875,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_3,1.1593822240829468,1.1593822240829468,1.1593822240829468,1.5927530527114868,0.9114209413528442,1.5927536487579346,-0.5469387769699097,-0.5469387769699097,-0.5469387769699097,-0.5521546602249146,-0.48213011026382446,-0.5521546602249146,0.5722063779830933,0.5722063779830933,0.5722063779830933,0.5711878538131714,0.48583999276161194,0.5711878538131714,0.3965914249420166,0.3965914249420166,0.3965914249420166,0.36900579929351807,0.31397145986557007,0.36900582909584045,1.0,0.997126449604672,2018-12-27T11:23:27.050,444.0,444.0,444.0,373.5772399902344,666.3575439453125,373.5769348144531,Mangrove,13.303734947460672,-16.10459217181693,-0.07575515493206689,655.0,655.0,655.0,702.9266357421875,979.4974975585938,702.9263916015625,307.8002624511719,2970.5,2970.5,2970.5,3912.80810546875,3573.8447265625,3912.806396484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_4,0.4731324017047882,0.4731324017047882,0.4731324017047882,0.4594930112361908,0.5782924294471741,0.45949307084083557,-0.4612293243408203,-0.4612293243408203,-0.4612293243408203,-0.44134071469306946,-0.4354398846626282,-0.44134074449539185,0.2937729060649872,0.2937729060649872,0.2937729060649872,0.27900171279907227,0.31629201769828796,0.27900174260139465,-0.14544449746608734,-0.14544449746608734,-0.14544449746608734,-0.15915028750896454,-0.08308078348636627,-0.15915027260780334,1.0,0.997126449604672,2018-12-27T11:23:27.050,1139.5,1139.5,1139.5,1191.05322265625,1293.1927490234375,1191.0531005859375,Cropland,13.43041994708249,-14.53384636909885,-0.07575515493206689,4142.5,4142.5,4142.5,4220.8076171875,3958.76806640625,4220.80712890625,307.8002624511719,3057.5,3057.5,3057.5,3364.813232421875,3563.643798828125,3364.81494140625,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_5,0.8482039570808411,0.8482039570808411,0.8482039570808411,2.203857421875,2.620866060256958,2.2038588523864746,-0.5067389607429504,-0.5067389607429504,-0.5067389607429504,-0.47956329584121704,-0.4908379018306732,-0.47956326603889465,0.4307149052619934,0.4307149052619934,0.4307149052619934,0.3826240599155426,0.41360658407211304,0.3826240003108978,-0.006740196142345667,-0.006740196142345667,-0.006740196142345667,-0.021952014416456223,0.02794446237385273,-0.02195204794406891,1.0,0.997126449604672,2018-12-27T11:23:27.050,796.0,796.0,796.0,968.978271484375,1098.2911376953125,968.9783325195312,Shrubland,13.516739915185315,-14.058878328870126,-0.07575515493206689,2464.5,2464.5,2464.5,2849.024169921875,3050.225341796875,2849.024169921875,307.8002624511719,3022.5,3022.5,3022.5,3152.478515625,4018.3310546875,3152.47802734375,"{""type"":""MultiPoint"",""coordinates"":[]}"
