system:index,EVI,EVI_filled,EVI_filled_filled,EVI_filled_fitted,EVI_filled_linearTrend,EVI_fitted,McfeeterNDWI,McfeeterNDWI_filled,McfeeterNDWI_filled_filled,McfeeterNDWI_filled_fitted,McfeeterNDWI_filled_linearTrend,McfeeterNDWI_fitted,NDVI,NDVI_filled,NDVI_filled_filled,NDVI_filled_fitted,NDVI_filled_linearTrend,NDVI_fitted,NDWI,NDWI_filled,NDWI_filled_filled,NDWI_filled_fitted,NDWI_filled_linearTrend,NDWI_fitted,constant,cos_1,date,green,green_filled,green_filled_filled,green_filled_fitted,green_filled_linearTrend,green_fitted,landcover,lat,long,sin_1,swir1,swir1_filled,swir1_filled_filled,swir1_filled_fitted,swir1_filled_linearTrend,swir1_fitted,t,temp,temp_filled,temp_filled_filled,temp_filled_fitted,temp_filled_linearTrend,temp_fitted,.geo
0_0,1.9724653959274292,1.9724653959274292,1.9724653959274292,1.7182812690734863,1.2990847826004028,1.7182812690734863,-0.6993135213851929,-0.6993135213851929,-0.6993135213851929,-0.6599146723747253,-0.5558226704597473,-0.6599146723747253,0.7201760411262512,0.7201760411262512,0.7201760411262512,0.6513687968254089,0.5292108058929443,0.6513688564300537,0.29170289635658264,0.29170289635658264,0.29170289635658264,0.2314358800649643,0.1336122453212738,0.2314358651638031,1.0,0.9900940732674514,2000-01-09T11:07:57.025,657.0,657.0,657.0,698.4378662109375,906.6177978515625,698.437744140625,Forest,13.28963613946778,-16.56308769256992,0.14040557709958237,2036.0,2036.0,2036.0,2189.93994140625,2553.71728515625,2189.939697265625,188.6364288330078,2945.0,2945.0,2945.0,5404.85498046875,8844.7841796875,5404.85498046875,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1,0.6339417695999146,0.6339417695999146,0.6339417695999146,0.5583440065383911,0.5220907330513,0.5583439469337463,-0.1885441541671753,-0.1885441541671753,-0.1885441541671753,-0.3085241913795471,-0.29229843616485596,-0.30852416157722473,0.14812679588794708,0.14812679588794708,0.14812679588794708,0.23130466043949127,0.21589045226573944,0.23130466043949127,0.05341089516878128,0.05341089516878128,0.05341089516878128,-0.01691582053899765,-0.005391198210418224,-0.01691586896777153,1.0,0.9900940732674514,2000-01-09T11:07:57.025,680.0,680.0,680.0,985.52587890625,1198.67041015625,985.52587890625,Built-up area,13.430200802923913,-16.684752693485446,0.14040557709958237,895.0,895.0,895.0,2022.926025390625,2288.036865234375,2022.9261474609375,188.6364288330078,2995.0,2995.0,2995.0,5169.15625,6647.16064453125,5169.15869140625,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2,-0.29320186376571655,-0.29320186376571655,-0.29320186376571655,-0.0809287279844284,0.2948261499404907,-0.0809289887547493,0.07250221073627472,0.07250221073627472,0.07250221073627472,-0.009358449839055538,-0.12605008482933044,-0.009358369745314121,-0.13910545408725739,-0.13910545408725739,-0.13910545408725739,-0.048311784863471985,0.10903781652450562,-0.04831185191869736,0.5313868522644043,0.5313868522644043,0.5313868522644043,0.5094262361526489,0.38373205065727234,0.5094262361526489,1.0,0.9900940732674514,2000-01-09T11:07:57.025,1213.0,1213.0,1213.0,1020.0899658203125,949.32275390625,1020.0899047851562,Water body,13.439409191670487,-15.36248737369788,0.14040557709958237,321.0,321.0,321.0,380.1285095214844,616.3965454101562,380.12835693359375,188.6364288330078,2955.0,2955.0,2955.0,9074.9033203125,9981.1533203125,9074.90234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3,1.3624306917190552,1.3624306917190552,1.3624306917190552,0.9549198150634766,0.8350688219070435,0.9549199938774109,-0.2691190838813782,-0.2691190838813782,-0.2691190838813782,-0.29834088683128357,-0.2989906370639801,-0.29834091663360596,0.27467185258865356,0.27467185258865356,0.27467185258865356,0.28906524181365967,0.2845343351364136,0.28906527161598206,0.1818796545267105,0.1818796545267105,0.1818796545267105,0.2565319240093231,0.2295464277267456,0.2565319538116455,1.0,0.9900940732674514,2000-01-09T11:07:57.025,755.0,755.0,755.0,719.7994384765625,865.6188354492188,719.7993774414062,Mangrove,13.303734947460672,-16.10459217181693,0.14040557709958237,907.5,907.5,907.5,867.6290283203125,1072.09423828125,867.62890625,188.6364288330078,2957.5,2957.5,2957.5,6271.431640625,7611.37646484375,6271.43017578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4,0.33625179529190063,0.33625179529190063,0.33625179529190063,0.36721235513687134,0.5280494689941406,0.3672123849391937,-0.3809150457382202,-0.3809150457382202,-0.3809150457382202,-0.39794397354125977,-0.3941537141799927,-0.39794397354125977,0.20291505753993988,0.20291505753993988,0.20291505753993988,0.2309894859790802,0.2720952033996582,0.230989471077919,-0.21046337485313416,-0.21046337485313416,-0.21046337485313416,-0.16420890390872955,-0.0975741520524025,-0.16420890390872955,1.0,0.9900940732674514,2000-01-09T11:07:57.025,1184.0,1184.0,1184.0,1291.90625,1404.9945068359375,1291.90625,Cropland,13.43041994708249,-14.53384636909885,0.14040557709958237,4049.0,4049.0,4049.0,4082.064697265625,3949.881103515625,4082.06494140625,188.6364288330078,3044.0,3044.0,3044.0,6273.8916015625,5566.9443359375,6273.89306640625,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5,0.7528008818626404,0.7528008818626404,0.7528008818626404,0.7414005994796753,0.9710229635238647,0.7414003014564514,-0.45652544498443604,-0.45652544498443604,-0.45652544498443604,-0.43390655517578125,-0.4830474257469177,-0.43390652537345886,0.3669753968715668,0.3669753968715668,0.3669753968715668,0.32566842436790466,0.42311766743659973,0.3256683647632599,-0.07389375567436218,-0.07389375567436218,-0.07389375567436218,-0.08300241827964783,0.031421784311532974,-0.0830024853348732,1.0,0.9900940732674514,2000-01-09T11:07:57.025,798.5,798.5,798.5,1032.92919921875,1099.183837890625,1032.9293212890625,Shrubland,13.516739915185315,-14.058878328870126,0.14040557709958237,2481.5,2481.5,2481.5,3096.296142578125,2978.1513671875,3096.296630859375,188.6364288330078,2997.5,2997.5,2997.5,4636.21630859375,6124.7724609375,4636.22021484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,0.8441659212112427,0.8441659212112427,0.8441659212112427,1.2046960592269897,1.3104915618896484,1.2046960592269897,-0.4463685154914856,-0.4463685154914856,-0.4463685154914856,-0.5525333881378174,-0.5580483675003052,-0.5525334477424622,0.3904191553592682,0.3904191553592682,0.3904191553592682,0.49727168679237366,0.5321927070617676,0.49727171659469604,-0.005567451938986778,-0.005567451938986778,-0.005567451938986778,0.07984482496976852,0.135060116648674,0.07984483987092972,1.0,0.7918559039153575,2000-02-08T11:07:57.025,1111.0,1111.0,1111.0,838.775634765625,900.6489868164062,838.7755737304688,Forest,13.28963613946778,-16.56308769256992,0.6107079723029594,2935.0,2935.0,2935.0,2568.880859375,2544.592529296875,2568.880615234375,189.1525115966797,15250.0,15250.0,15250.0,6220.8232421875,8788.982421875,6220.82373046875,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,0.29579344391822815,0.29579344391822815,0.29579344391822815,0.40843290090560913,0.523288369178772,0.40843290090560913,-0.26341331005096436,-0.26341331005096436,-0.26341331005096436,-0.273954838514328,-0.29279762506484985,-0.273954838514328,0.16523684561252594,0.16523684561252594,0.16523684561252594,0.1840619444847107,0.2166038304567337,0.1840619444847107,-0.08045525848865509,-0.08045525848865509,-0.08045525848865509,-0.06680241972208023,-0.0064224302768707275,-0.06680244207382202,1.0,0.7918559039153575,2000-02-08T11:07:57.025,1366.0,1366.0,1366.0,1110.735595703125,1198.0699462890625,1110.7354736328125,Built-up area,13.430200802923913,-16.684752693485446,0.6107079723029594,2753.0,2753.0,2753.0,2293.28173828125,2292.01025390625,2293.28173828125,189.1525115966797,15259.0,15259.0,15259.0,5308.64501953125,6722.91650390625,5308.646484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2,0.5013025403022766,0.5013025403022766,0.5013025403022766,-0.041189372539520264,0.2867265045642853,-0.041189517825841904,-0.24951913952827454,-0.24951913952827454,-0.24951913952827454,-0.02699895203113556,-0.12612904608249664,-0.026998884975910187,0.2488640397787094,0.2488640397787094,0.2488640397787094,-0.004925972316414118,0.10979295521974564,-0.004926036112010479,0.292925626039505,0.292925626039505,0.292925626039505,0.4272066056728363,0.3839132785797119,0.4272066056728363,1.0,0.7918559039153575,2000-02-08T11:07:57.025,1073.0,1073.0,1073.0,953.396484375,948.5988159179688,953.396484375,Water body,13.439409191670487,-15.36248737369788,0.6107079723029594,977.0,977.0,977.0,462.5558166503906,616.1300048828125,462.5556945800781,189.1525115966797,14984.5,14984.5,14984.5,8992.3935546875,9929.595703125,8992.3935546875,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3,0.44314730167388916,0.44314730167388916,0.44314730167388916,0.7819612622261047,0.8402094841003418,0.7819613814353943,-0.29468268156051636,-0.29468268156051636,-0.29468268156051636,-0.2618100941181183,-0.3001828193664551,-0.2618100941181183,0.24554455280303955,0.24554455280303955,0.24554455280303955,0.23799173533916473,0.2858276665210724,0.23799175024032593,0.044995155185461044,0.044995155185461044,0.044995155185461044,0.19666682183742523,0.22959385812282562,0.1966668665409088,1.0,0.7918559039153575,2000-02-08T11:07:57.025,1028.0,1028.0,1028.0,795.5326538085938,863.21728515625,795.5326538085938,Mangrove,13.303734947460672,-16.10459217181693,0.6107079723029594,1724.5,1724.5,1724.5,989.255615234375,1070.9169921875,989.2554931640625,189.1525115966797,15269.0,15269.0,15269.0,6557.04541015625,7545.9951171875,6557.044921875,"{""type"":""MultiPoint"",""coordinates"":[]}"
